Updated at 14:42:39,LSEG Data Stream,PAR_MID1,DEFLT_PROB,RECOV_RATE,,,,CBSL m2b survey,,
,Timestamp,PAR_MID1,DEFLT_PROB,RECOV_RATE,expected_loss,GDP_growth_rate_annual_pct,,sovereign_exposure_tn_rs_annual,total_local_debt_tn_rs_annual,gamma
,12/06/2023,2888.03,79.554,40,0.477324,-2.32984819,,8.6123,28.02,0.307362598
,09/06/2023,2879.6,79.557,40,0.477342,-2.32984819,,8.6123,28.02,0.307362598
,08/06/2023,2879.86,79.63,40,0.47778,-2.32984819,,8.6123,28.02,0.307362598
,07/06/2023,2872.99,79.546,40,0.477276,-2.32984819,,8.6123,28.02,0.307362598
,06/06/2023,2870.69,79.59,40,0.47754,-2.32984819,,8.6123,28.02,0.307362598
,05/06/2023,2873.38,79.668,40,0.478008,-2.32984819,,8.6123,28.02,0.307362598
,02/06/2023,2857.86,79.561,40,0.477366,-2.32984819,,8.6123,28.02,0.307362598
,01/06/2023,2860.68,79.707,40,0.478242,-2.32984819,,8.6123,28.02,0.307362598
,31/05/2023,2859.02,79.687,40,0.478122,-2.32984819,,8.6123,28.02,0.307362598
,30/05/2023,2862.72,79.742,40,0.478452,-2.32984819,,8.6123,28.02,0.307362598
,29/05/2023,2864.48,79.748,40,0.478488,-2.32984819,,8.6123,28.02,0.307362598
,26/05/2023,2855.9,79.755,40,0.47853,-2.32984819,,8.6123,28.02,0.307362598
,25/05/2023,2850.08,79.721,40,0.478326,-2.32984819,,8.6123,28.02,0.307362598
,24/05/2023,2842.37,79.724,40,0.478344,-2.32984819,,8.6123,28.02,0.307362598
,23/05/2023,2843.93,79.808,40,0.478848,-2.32984819,,8.6123,28.02,0.307362598
,22/05/2023,2837.4,79.757,40,0.478542,-2.32984819,,8.6123,28.02,0.307362598
,19/05/2023,2831.64,79.814,40,0.478884,-2.32984819,,8.6123,28.02,0.307362598
,18/05/2023,2805.035,79.837,40,0.479022,-2.32984819,,8.6123,28.02,0.307362598
,17/05/2023,2804.755,79.879,40,0.479274,-2.32984819,,8.6123,28.02,0.307362598
,16/05/2023,2804.738,79.912,40,0.479472,-2.32984819,,8.6123,28.02,0.307362598
,15/05/2023,2804.726,79.931,40,0.479586,-2.32984819,,8.6123,28.02,0.307362598
,12/05/2023,2804.712,79.934,40,0.479604,-2.32984819,,8.6123,28.02,0.307362598
,11/05/2023,2804.705,79.983,40,0.479898,-2.32984819,,8.6123,28.02,0.307362598
,10/05/2023,2804.682,79.968,40,0.479808,-2.32984819,,8.6123,28.02,0.307362598
,09/05/2023,2804.67,79.92,40,0.47952,-2.32984819,,8.6123,28.02,0.307362598
,08/05/2023,2801.65,79.913,40,0.479478,-2.32984819,,8.6123,28.02,0.307362598
,05/05/2023,2789.81,79.912,40,0.479472,-2.32984819,,8.6123,28.02,0.307362598
,04/05/2023,2787.41,79.95,40,0.4797,-2.32984819,,8.6123,28.02,0.307362598
,03/05/2023,2792.25,80.028,40,0.480168,-2.32984819,,8.6123,28.02,0.307362598
,02/05/2023,2803.37,80.141,40,0.480846,-2.32984819,,8.6123,28.02,0.307362598
,01/05/2023,2797.2,80.025,40,0.48015,-2.32984819,,8.6123,28.02,0.307362598
,28/04/2023,2790.46,80.114,40,0.480684,-2.32984819,,8.6123,28.02,0.307362598
,27/04/2023,2786.53,80.059,40,0.480354,-2.32984819,,8.6123,28.02,0.307362598
,26/04/2023,2781.16,80.073,40,0.480438,-2.32984819,,8.6123,28.02,0.307362598
,25/04/2023,2786.72,80.19,40,0.48114,-2.32984819,,8.6123,28.02,0.307362598
,24/04/2023,2790.87,80.221,40,0.481326,-2.32984819,,8.6123,28.02,0.307362598
,21/04/2023,2783.36,80.189,40,0.481134,-2.32984819,,8.6123,28.02,0.307362598
,20/04/2023,2785.42,80.256,40,0.481536,-2.32984819,,8.6123,28.02,0.307362598
,19/04/2023,2786.4,80.274,40,0.481644,-2.32984819,,8.6123,28.02,0.307362598
,18/04/2023,2783.47,80.276,40,0.481656,-2.32984819,,8.6123,28.02,0.307362598
,17/04/2023,2780.08,80.255,40,0.48153,-2.32984819,,8.6123,28.02,0.307362598
,14/04/2023,2765.61,80.224,40,0.481344,-2.32984819,,8.6123,28.02,0.307362598
,13/04/2023,2764.43,80.287,40,0.481722,-2.32984819,,8.6123,28.02,0.307362598
,12/04/2023,2766.991,80.331,40,0.481986,-2.32984819,,8.6123,28.02,0.307362598
,11/04/2023,2763.32,80.317,40,0.481902,-2.32984819,,8.6123,28.02,0.307362598
,10/04/2023,2759.07,80.31,40,0.48186,-2.32984819,,8.6123,28.02,0.307362598
,07/04/2023,2747.27,80.28,40,0.48168,-2.32984819,,8.6123,28.02,0.307362598
,06/04/2023,2741.13,80.294,40,0.481764,-2.32984819,,8.6123,28.02,0.307362598
,05/04/2023,2745.93,80.395,40,0.48237,-2.32984819,,8.6123,28.02,0.307362598
,04/04/2023,2752.06,80.488,40,0.482928,-2.32984819,,8.6123,28.02,0.307362598
,03/04/2023,2756.91,80.528,40,0.483168,-2.32984819,,8.6123,28.02,0.307362598
,31/03/2023,2754.25,80.551,40,0.483306,-2.32984819,,8.6123,28.02,0.307362598
,30/03/2023,2749.69,80.508,40,0.483048,-2.32984819,,8.6123,28.02,0.307362598
,29/03/2023,2744.9,80.502,40,0.483012,-2.32984819,,8.6123,28.02,0.307362598
,28/03/2023,2744.93,80.513,40,0.483078,-2.32984819,,8.6123,28.02,0.307362598
,27/03/2023,2736.11,80.471,40,0.482826,-2.32984819,,8.6123,28.02,0.307362598
,24/03/2023,2713.58,80.354,40,0.482124,-2.32984819,,8.6123,28.02,0.307362598
,23/03/2023,2730.34,80.594,40,0.483564,-2.32984819,,8.6123,28.02,0.307362598
,22/03/2023,2741.5,80.729,40,0.484374,-2.32984819,,8.6123,28.02,0.307362598
,21/03/2023,2735.78,80.604,40,0.483624,-2.32984819,,8.6123,28.02,0.307362598
,20/03/2023,2714.29,80.438,40,0.482628,-2.32984819,,8.6123,28.02,0.307362598
,17/03/2023,2870.54,,40,0,-2.32984819,,8.6123,28.02,0.307362598
,16/03/2023,2856.16,79.013,40,0.474078,-2.32984819,,8.6123,28.02,0.307362598
,15/03/2023,2864.77,79.233,40,0.475398,-2.32984819,,8.6123,28.02,0.307362598
,14/03/2023,2867.71,79.199,40,0.475194,-2.32984819,,8.6123,28.02,0.307362598
,13/03/2023,2868.38,79.25,40,0.4755,-2.32984819,,8.6123,28.02,0.307362598
,10/03/2023,2890.69,79.571,40,0.477426,-2.32984819,,8.6123,28.02,0.307362598
,09/03/2023,2898.45,79.63,40,0.47778,-2.32984819,,8.6123,28.02,0.307362598
,08/03/2023,2897.77,79.584,40,0.477504,-2.32984819,,8.6123,28.02,0.307362598
,07/03/2023,2888.55,79.514,40,0.477084,-2.32984819,,8.6123,28.02,0.307362598
,06/03/2023,2886.58,79.552,40,0.477312,-2.32984819,,8.6123,28.02,0.307362598
,03/03/2023,2880.79,79.615,40,0.47769,-2.32984819,,8.6123,28.02,0.307362598
,02/03/2023,2880.36,79.617,40,0.477702,-2.32984819,,8.6123,28.02,0.307362598
,01/03/2023,2875.45,79.616,40,0.477696,-2.32984819,,8.6123,28.02,0.307362598
,28/02/2023,2873.22,79.646,40,0.477876,-2.32984819,,8.6123,28.02,0.307362598
,27/02/2023,2871.61,79.678,40,0.478068,-2.32984819,,8.6123,28.02,0.307362598
,24/02/2023,2860,79.636,40,0.477816,-2.32984819,,8.6123,28.02,0.307362598
,23/02/2023,2858.8,79.723,40,0.478338,-2.32984819,,8.6123,28.02,0.307362598
,22/02/2023,2855.83,79.701,40,0.478206,-2.32984819,,8.6123,28.02,0.307362598
,21/02/2023,2851.74,79.681,40,0.478086,-2.32984819,,8.6123,28.02,0.307362598
,20/02/2023,2848.45,79.721,40,0.478326,-2.32984819,,8.6123,28.02,0.307362598
,17/02/2023,2843.96,79.825,40,0.47895,-2.32984819,,8.6123,28.02,0.307362598
,16/02/2023,2836.16,79.752,40,0.478512,-2.32984819,,8.6123,28.02,0.307362598
,15/02/2023,2834.31,79.763,40,0.478578,-2.32984819,,8.6123,28.02,0.307362598
,14/02/2023,2829.16,79.745,40,0.47847,-2.32984819,,8.6123,28.02,0.307362598
,13/02/2023,2828.15,79.82,40,0.47892,-2.32984819,,8.6123,28.02,0.307362598
,10/02/2023,2819.51,79.83,40,0.47898,-2.32984819,,8.6123,28.02,0.307362598
,09/02/2023,2813.3,79.81,40,0.47886,-2.32984819,,8.6123,28.02,0.307362598
,08/02/2023,2811.33,79.853,40,0.479118,-2.32984819,,8.6123,28.02,0.307362598
,07/02/2023,2810.15,79.865,40,0.47919,-2.32984819,,8.6123,28.02,0.307362598
,06/02/2023,2806.66,79.859,40,0.479154,-2.32984819,,8.6123,28.02,0.307362598
,03/02/2023,2785.99,79.761,40,0.478566,-2.32984819,,8.6123,28.02,0.307362598
,02/02/2023,2785.33,79.872,40,0.479232,-2.32984819,,8.6123,28.02,0.307362598
,01/02/2023,2787.11,79.936,40,0.479616,-2.32984819,,8.6123,28.02,0.307362598
,31/01/2023,2788.95,79.952,40,0.479712,-2.32984819,,8.6123,28.02,0.307362598
,30/01/2023,2786.32,79.941,40,0.479646,-2.32984819,,8.6123,28.02,0.307362598
,27/01/2023,2779.18,79.988,40,0.479928,-2.32984819,,8.6123,28.02,0.307362598
,26/01/2023,2774.4,79.968,40,0.479808,-2.32984819,,8.6123,28.02,0.307362598
,25/01/2023,2773.46,80.02,40,0.48012,-2.32984819,,8.6123,28.02,0.307362598
,24/01/2023,2773.14,80.045,40,0.48027,-2.32984819,,8.6123,28.02,0.307362598
,23/01/2023,2769.6,80.022,40,0.480132,-2.32984819,,8.6123,28.02,0.307362598
,20/01/2023,2762.15,80.067,40,0.480402,-2.32984819,,8.6123,28.02,0.307362598
,19/01/2023,2756.81,80.061,40,0.480366,-2.32984819,,8.6123,28.02,0.307362598
,18/01/2023,2759.85,80.169,40,0.481014,-2.32984819,,8.6123,28.02,0.307362598
,17/01/2023,2761.76,80.176,40,0.481056,-2.32984819,,8.6123,28.02,0.307362598
,16/01/2023,2758.88,80.177,40,0.481062,-2.32984819,,8.6123,28.02,0.307362598
,13/01/2023,2747.48,80.138,40,0.480828,-2.32984819,,8.6123,28.02,0.307362598
,12/01/2023,2750.68,80.262,40,0.481572,-2.32984819,,8.6123,28.02,0.307362598
,11/01/2023,2749.26,80.243,40,0.481458,-2.32984819,,8.6123,28.02,0.307362598
,10/01/2023,2750.32,80.278,40,0.481668,-2.32984819,,8.6123,28.02,0.307362598
,09/01/2023,2750.15,80.332,40,0.481992,-2.32984819,,8.6123,28.02,0.307362598
,06/01/2023,2754.01,80.506,40,0.483036,-2.32984819,,8.6123,28.02,0.307362598
,05/01/2023,2748.34,80.386,40,0.482316,-2.32984819,,8.6123,28.02,0.307362598
,04/01/2023,2743.42,80.392,40,0.482352,-2.32984819,,8.6123,28.02,0.307362598
,03/01/2023,2744.3,80.432,40,0.482592,-2.32984819,,8.6123,28.02,0.307362598
,02/01/2023,2746.2,80.48,40,0.48288,-2.32984819,,8.6123,28.02,0.307362598
,30/12/2022,2739.97,80.506,40,0.483036,-7.349193013,,7.7,27.492,0.280081478
,29/12/2022,2737.15,80.529,40,0.483174,-7.349193013,,7.7,27.492,0.280081478
,28/12/2022,2734.31,80.516,40,0.483096,-7.349193013,,7.7,27.492,0.280081478
,27/12/2022,2730.99,80.523,40,0.483138,-7.349193013,,7.7,27.492,0.280081478
,26/12/2022,2727.12,80.54,40,0.48324,-7.349193013,,7.7,27.492,0.280081478
,23/12/2022,2721.71,80.576,40,0.483456,-7.349193013,,7.7,27.492,0.280081478
,22/12/2022,2715.91,80.556,40,0.483336,-7.349193013,,7.7,27.492,0.280081478
,21/12/2022,2714.27,80.58,40,0.48348,-7.349193013,,7.7,27.492,0.280081478
,20/12/2022,2715.99,80.628,40,0.483768,-7.349193013,,7.7,27.492,0.280081478
,19/12/2022,2710.93,80.616,40,0.483696,-7.349193013,,7.7,27.492,0.280081478
,16/12/2022,2706.58,80.69,40,0.48414,-7.349193013,,7.7,27.492,0.280081478
,15/12/2022,2702.63,80.679,40,0.484074,-7.349193013,,7.7,27.492,0.280081478
,14/12/2022,2700.21,80.693,40,0.484158,-7.349193013,,7.7,27.492,0.280081478
,13/12/2022,2707.37,80.817,40,0.484902,-7.349193013,,7.7,27.492,0.280081478
,12/12/2022,2703.99,80.761,40,0.484566,-7.349193013,,7.7,27.492,0.280081478
,09/12/2022,2696.57,80.775,40,0.48465,-7.349193013,,7.7,27.492,0.280081478
,08/12/2022,2693.67,80.805,40,0.48483,-7.349193013,,7.7,27.492,0.280081478
,07/12/2022,2696.22,80.908,40,0.485448,-7.349193013,,7.7,27.492,0.280081478
,06/12/2022,2696.27,80.901,40,0.485406,-7.349193013,,7.7,27.492,0.280081478
,05/12/2022,2691.69,80.866,40,0.485196,-7.349193013,,7.7,27.492,0.280081478
,02/12/2022,2681.65,80.898,40,0.485388,-7.349193013,,7.7,27.492,0.280081478
,01/12/2022,2683.55,80.955,40,0.48573,-7.349193013,,7.7,27.492,0.280081478
,30/11/2022,2690.27,81.075,40,0.48645,-7.349193013,,7.7,27.492,0.280081478
,29/11/2022,2687.99,81.006,40,0.486036,-7.349193013,,7.7,27.492,0.280081478
,28/11/2022,2687.4,81.046,40,0.486276,-7.349193013,,7.7,27.492,0.280081478
,25/11/2022,2684.33,81.121,40,0.486726,-7.349193013,,7.7,27.492,0.280081478
,24/11/2022,2677.9,81.075,40,0.48645,-7.349193013,,7.7,27.492,0.280081478
,23/11/2022,2682.29,81.169,40,0.487014,-7.349193013,,7.7,27.492,0.280081478
,22/11/2022,2679.11,81.154,40,0.486924,-7.349193013,,7.7,27.492,0.280081478
,21/11/2022,2679.8,81.175,40,0.48705,-7.349193013,,7.7,27.492,0.280081478
,18/11/2022,2671.59,81.189,40,0.487134,-7.349193013,,7.7,27.492,0.280081478
,17/11/2022,2664.37,81.15,40,0.4869,-7.349193013,,7.7,27.492,0.280081478
,16/11/2022,2662.7,81.211,40,0.487266,-7.349193013,,7.7,27.492,0.280081478
,15/11/2022,2663.91,81.249,40,0.487494,-7.349193013,,7.7,27.492,0.280081478
,14/11/2022,2664.7,81.266,40,0.487596,-7.349193013,,7.7,27.492,0.280081478
,11/11/2022,2657.55,81.266,40,0.487596,-7.349193013,,7.7,27.492,0.280081478
,10/11/2022,2668.09,81.501,40,0.489006,-7.349193013,,7.7,27.492,0.280081478
,09/11/2022,2669.65,81.461,40,0.488766,-7.349193013,,7.7,27.492,0.280081478
,08/11/2022,2670.63,81.487,40,0.488922,-7.349193013,,7.7,27.492,0.280081478
,07/11/2022,2669.37,81.468,40,0.488808,-7.349193013,,7.7,27.492,0.280081478
,04/11/2022,2668.26,81.576,40,0.489456,-7.349193013,,7.7,27.492,0.280081478
,03/11/2022,2666.31,81.589,40,0.489534,-7.349193013,,7.7,27.492,0.280081478
,02/11/2022,2655.62,81.479,40,0.488874,-7.349193013,,7.7,27.492,0.280081478
,01/11/2022,2648.88,81.44,40,0.48864,-7.349193013,,7.7,27.492,0.280081478
,31/10/2022,2650.99,81.538,40,0.489228,-7.349193013,,7.7,27.492,0.280081478
,28/10/2022,2640.03,81.497,40,0.488982,-7.349193013,,7.7,27.492,0.280081478
,27/10/2022,2640.44,81.604,40,0.489624,-7.349193013,,7.7,27.492,0.280081478
,26/10/2022,2641.54,81.621,40,0.489726,-7.349193013,,7.7,27.492,0.280081478
,25/10/2022,2641.32,81.629,40,0.489774,-7.349193013,,7.7,27.492,0.280081478
,24/10/2022,2641.12,81.647,40,0.489882,-7.349193013,,7.7,27.492,0.280081478
,21/10/2022,2642.95,81.788,40,0.490728,-7.349193013,,7.7,27.492,0.280081478
,20/10/2022,2637.44,81.699,40,0.490194,-7.349193013,,7.7,27.492,0.280081478
,19/10/2022,2633.92,81.715,40,0.49029,-7.349193013,,7.7,27.492,0.280081478
,18/10/2022,2629.02,81.72,40,0.49032,-7.349193013,,7.7,27.492,0.280081478
,17/10/2022,2626.28,81.718,40,0.490308,-7.349193013,,7.7,27.492,0.280081478
,14/10/2022,2618.37,81.692,40,0.490152,-7.349193013,,7.7,27.492,0.280081478
,13/10/2022,2620.32,81.799,40,0.490794,-7.349193013,,7.7,27.492,0.280081478
,12/10/2022,2611.9,81.748,40,0.490488,-7.349193013,,7.7,27.492,0.280081478
,11/10/2022,2609.61,81.729,40,0.490374,-7.349193013,,7.7,27.492,0.280081478
,10/10/2022,2608.62,81.757,40,0.490542,-7.349193013,,7.7,27.492,0.280081478
,07/10/2022,2602.05,81.774,40,0.490644,-7.349193013,,7.7,27.492,0.280081478
,06/10/2022,2593.82,81.729,40,0.490374,-7.349193013,,7.7,27.492,0.280081478
,05/10/2022,2589.42,81.725,40,0.49035,-7.349193013,,7.7,27.492,0.280081478
,04/10/2022,2585.72,81.743,40,0.490458,-7.349193013,,7.7,27.492,0.280081478
,03/10/2022,2587.44,81.811,40,0.490866,-7.349193013,,7.7,27.492,0.280081478
,30/09/2022,2585.01,81.806,40,0.490836,-7.349193013,,7.7,27.492,0.280081478
,29/09/2022,2584.41,81.861,40,0.491166,-7.349193013,,7.7,27.492,0.280081478
,28/09/2022,2584.41,81.931,40,0.491586,-7.349193013,,7.7,27.492,0.280081478
,27/09/2022,2585.45,81.892,40,0.491352,-7.349193013,,7.7,27.492,0.280081478
,26/09/2022,2579.26,81.923,40,0.491538,-7.349193013,,7.7,27.492,0.280081478
,23/09/2022,2579.26,81.958,40,0.491748,-7.349193013,,7.7,27.492,0.280081478
,22/09/2022,2572.57,81.928,40,0.491568,-7.349193013,,7.7,27.492,0.280081478
,21/09/2022,2565.37,81.896,40,0.491376,-7.349193013,,7.7,27.492,0.280081478
,20/09/2022,2564.55,81.941,40,0.491646,-7.349193013,,7.7,27.492,0.280081478
,19/09/2022,2667.64,79.382,40,0.476292,-7.349193013,,7.7,27.492,0.280081478
,16/09/2022,2662.58,80.582,40,0.483492,-7.349193013,,7.7,27.492,0.280081478
,15/09/2022,2660.16,80.593,40,0.483558,-7.349193013,,7.7,27.492,0.280081478
,14/09/2022,2655.77,80.59,40,0.48354,-7.349193013,,7.7,27.492,0.280081478
,13/09/2022,2648.09,82.832,40,0.496992,-7.349193013,,7.7,27.492,0.280081478
,24/05/2022,,81.755,40,0.49053,-7.349193013,,7.7,27.492,0.280081478
,23/05/2022,2405.4,81.757,40,0.490542,-7.349193013,,7.7,27.492,0.280081478
,20/05/2022,2401.14,81.796,40,0.490776,-7.349193013,,7.7,27.492,0.280081478
,19/05/2022,2398.48,81.8,40,0.4908,-7.349193013,,7.7,27.492,0.280081478
,18/05/2022,2403.9,81.888,40,0.491328,-7.349193013,,7.7,27.492,0.280081478
,17/05/2022,2398.74,81.858,40,0.491148,-7.349193013,,7.7,27.492,0.280081478
,16/05/2022,2394.28,81.857,40,0.491142,-7.349193013,,7.7,27.492,0.280081478
,13/05/2022,2389.82,81.867,40,0.491202,-7.349193013,,7.7,27.492,0.280081478
,12/05/2022,2387,81.884,40,0.491304,-7.349193013,,7.7,27.492,0.280081478
,11/05/2022,2393.56,82.032,40,0.492192,-7.349193013,,7.7,27.492,0.280081478
,10/05/2022,2386.4,81.941,40,0.491646,-7.349193013,,7.7,27.492,0.280081478
,09/05/2022,2390.71,82.06,40,0.49236,-7.349193013,,7.7,27.492,0.280081478
,06/05/2022,2388,82.057,40,0.492342,-7.349193013,,7.7,27.492,0.280081478
,05/05/2022,2383.85,82.057,40,0.492342,-7.349193013,,7.7,27.492,0.280081478
,04/05/2022,2388.89,82.191,40,0.493146,-7.349193013,,7.7,27.492,0.280081478
,03/05/2022,2385.29,82.149,40,0.492894,-7.349193013,,7.7,27.492,0.280081478
,02/05/2022,2380.84,82.114,40,0.492684,-7.349193013,,7.7,27.492,0.280081478
,29/04/2022,2377.89,82.177,40,0.493062,-7.349193013,,7.7,27.492,0.280081478
,28/04/2022,2369.79,82.119,40,0.492714,-7.349193013,,7.7,27.492,0.280081478
,27/04/2022,2364.39,82.078,40,0.492468,-7.349193013,,7.7,27.492,0.280081478
,26/04/2022,2366.69,82.168,40,0.493008,-7.349193013,,7.7,27.492,0.280081478
,25/04/2022,2365.53,82.169,40,0.493014,-7.349193013,,7.7,27.492,0.280081478
,22/04/2022,2367.3,82.285,40,0.49371,-7.349193013,,7.7,27.492,0.280081478
,21/04/2022,2360.79,82.212,40,0.493272,-7.349193013,,7.7,27.492,0.280081478
,20/04/2022,2356.78,82.247,40,0.493482,-7.349193013,,7.7,27.492,0.280081478
,19/04/2022,2352.07,82.162,40,0.492972,-7.349193013,,7.7,27.492,0.280081478
,18/04/2022,2349.64,82.193,40,0.493158,-7.349193013,,7.7,27.492,0.280081478
,15/04/2022,2344.17,82.188,40,0.493128,-7.349193013,,7.7,27.492,0.280081478
,14/04/2022,2338.45,82.145,40,0.49287,-7.349193013,,7.7,27.492,0.280081478
,13/04/2022,2338.34,82.213,40,0.493278,-7.349193013,,7.7,27.492,0.280081478
,12/04/2022,2339.75,82.266,40,0.493596,-7.349193013,,7.7,27.492,0.280081478
,11/04/2022,2342.98,82.328,40,0.493968,-7.349193013,,7.7,27.492,0.280081478
,08/04/2022,2336.3,82.316,40,0.493896,-7.349193013,,7.7,27.492,0.280081478
,07/04/2022,2331.5,82.307,40,0.493842,-7.349193013,,7.7,27.492,0.280081478
,06/04/2022,2334.42,82.41,40,0.49446,-7.349193013,,7.7,27.492,0.280081478
,05/04/2022,2329.04,82.324,40,0.493944,-7.349193013,,7.7,27.492,0.280081478
,04/04/2022,2324.01,82.314,40,0.493884,-7.349193013,,7.7,27.492,0.280081478
,01/04/2022,2320.86,82.341,40,0.494046,-7.349193013,,7.7,27.492,0.280081478
,31/03/2022,2313.44,82.28,40,0.49368,-7.349193013,,7.7,27.492,0.280081478
,30/03/2022,2315.58,82.371,40,0.494226,-7.349193013,,7.7,27.492,0.280081478
,29/03/2022,2317.44,82.438,40,0.494628,-7.349193013,,7.7,27.492,0.280081478
,28/03/2022,2313.3,82.389,40,0.494334,-7.349193013,,7.7,27.492,0.280081478
,25/03/2022,2302.71,82.293,40,0.493758,-7.349193013,,7.7,27.492,0.280081478
,24/03/2022,2299.98,82.339,40,0.494034,-7.349193013,,7.7,27.492,0.280081478
,23/03/2022,2298.06,82.354,40,0.494124,-7.349193013,,7.7,27.492,0.280081478
,22/03/2022,2298.04,82.371,40,0.494226,-7.349193013,,7.7,27.492,0.280081478
,21/03/2022,2288.9,82.257,40,0.493542,-7.349193013,,7.7,27.492,0.280081478
,18/03/2022,2363.52,81.957,40,0.491742,-7.349193013,,7.7,27.492,0.280081478
,17/03/2022,2361.44,80.933,40,0.485598,-7.349193013,,7.7,27.492,0.280081478
,16/03/2022,2358.17,80.915,40,0.48549,-7.349193013,,7.7,27.492,0.280081478
,15/03/2022,2353.98,80.896,40,0.485376,-7.349193013,,7.7,27.492,0.280081478
,14/03/2022,2351,80.89,40,0.48534,-7.349193013,,7.7,27.492,0.280081478
,11/03/2022,2343.21,80.878,40,0.485268,-7.349193013,,7.7,27.492,0.280081478
,10/03/2022,2337.81,80.863,40,0.485178,-7.349193013,,7.7,27.492,0.280081478
,09/03/2022,2334.86,80.865,40,0.48519,-7.349193013,,7.7,27.492,0.280081478
,08/03/2022,2330.65,80.845,40,0.48507,-7.349193013,,7.7,27.492,0.280081478
,07/03/2022,2326.47,80.827,40,0.484962,-7.349193013,,7.7,27.492,0.280081478
,04/03/2022,2320.96,80.862,40,0.485172,-7.349193013,,7.7,27.492,0.280081478
,03/03/2022,2320.54,80.908,40,0.485448,-7.349193013,,7.7,27.492,0.280081478
,02/03/2022,2313.16,80.814,40,0.484884,-7.349193013,,7.7,27.492,0.280081478
,01/03/2022,2309.55,80.812,40,0.484872,-7.349193013,,7.7,27.492,0.280081478
,28/02/2022,2317.71,80.981,40,0.485886,-7.349193013,,7.7,27.492,0.280081478
,25/02/2022,2316.65,81.058,40,0.486348,-7.349193013,,7.7,27.492,0.280081478
,24/02/2022,2311.18,81.011,40,0.486066,-7.349193013,,7.7,27.492,0.280081478
,23/02/2022,2315.17,81.127,40,0.486762,-7.349193013,,7.7,27.492,0.280081478
,22/02/2022,2310.51,81.086,40,0.486516,-7.349193013,,7.7,27.492,0.280081478
,21/02/2022,2306.32,81.074,40,0.486444,-7.349193013,,7.7,27.492,0.280081478
,18/02/2022,2303.49,81.118,40,0.486708,-7.349193013,,7.7,27.492,0.280081478
,17/02/2022,2303.05,81.181,40,0.487086,-7.349193013,,7.7,27.492,0.280081478
,16/02/2022,2304.08,81.225,40,0.48735,-7.349193013,,7.7,27.492,0.280081478
,15/02/2022,2304.05,81.258,40,0.487548,-7.349193013,,7.7,27.492,0.280081478
,14/02/2022,2300.92,81.243,40,0.487458,-7.349193013,,7.7,27.492,0.280081478
,11/02/2022,2297.71,81.299,40,0.487794,-7.349193013,,7.7,27.492,0.280081478
,10/02/2022,2286.72,81.159,40,0.486954,-7.349193013,,7.7,27.492,0.280081478
,09/02/2022,2284.65,81.189,40,0.487134,-7.349193013,,7.7,27.492,0.280081478
,08/02/2022,2283.24,81.205,40,0.48723,-7.349193013,,7.7,27.492,0.280081478
,07/02/2022,2280.73,81.208,40,0.487248,-7.349193013,,7.7,27.492,0.280081478
,04/02/2022,2271.69,81.142,40,0.486852,-7.349193013,,7.7,27.492,0.280081478
,03/02/2022,2268.29,81.161,40,0.486966,-7.349193013,,7.7,27.492,0.280081478
,02/02/2022,2266.57,81.187,40,0.487122,-7.349193013,,7.7,27.492,0.280081478
,01/02/2022,2264.54,81.183,40,0.487098,-7.349193013,,7.7,27.492,0.280081478
,31/01/2022,2265.8,81.247,40,0.487482,-7.349193013,,7.7,27.492,0.280081478
,28/01/2022,2261.61,81.272,40,0.487632,-7.349193013,,7.7,27.492,0.280081478
,27/01/2022,2258.82,81.283,40,0.487698,-7.349193013,,7.7,27.492,0.280081478
,26/01/2022,2252.05,81.197,40,0.487182,-7.349193013,,7.7,27.492,0.280081478
,25/01/2022,2249.11,81.203,40,0.487218,-7.349193013,,7.7,27.492,0.280081478
,24/01/2022,2249.14,81.246,40,0.487476,-7.349193013,,7.7,27.492,0.280081478
,21/01/2022,2245.67,81.276,40,0.487656,-7.349193013,,7.7,27.492,0.280081478
,20/01/2022,2245.17,81.411,40,0.488466,-7.349193013,,7.7,27.492,0.280081478
,19/01/2022,2245.18,81.366,40,0.488196,-7.349193013,,7.7,27.492,0.280081478
,18/01/2022,2242.1,81.342,40,0.488052,-7.349193013,,7.7,27.492,0.280081478
,17/01/2022,2239.75,81.358,40,0.488148,-7.349193013,,7.7,27.492,0.280081478
,14/01/2022,2231.6,81.297,40,0.487782,-7.349193013,,7.7,27.492,0.280081478
,13/01/2022,2230.58,81.36,40,0.48816,-7.349193013,,7.7,27.492,0.280081478
,12/01/2022,2228.67,81.36,40,0.48816,-7.349193013,,7.7,27.492,0.280081478
,11/01/2022,2228.66,81.405,40,0.48843,-7.349193013,,7.7,27.492,0.280081478
,10/01/2022,2225.79,81.385,40,0.48831,-7.349193013,,7.7,27.492,0.280081478
,07/01/2022,2220.19,81.431,40,0.488586,-7.349193013,,7.7,27.492,0.280081478
,06/01/2022,2218.67,81.417,40,0.488502,-7.349193013,,7.7,27.492,0.280081478
,05/01/2022,2212.97,81.352,40,0.488112,-7.349193013,,7.7,27.492,0.280081478
,04/01/2022,2212.88,81.404,40,0.488424,-7.349193013,,7.7,27.492,0.280081478
,03/01/2022,2209.79,81.378,40,0.488268,-7.349193013,,7.7,27.492,0.280081478
,31/12/2021,2204.67,81.432,40,0.488592,4.207476495,,5.96,17.614,0.338367208
